Talk_ID,Speaker,Topic,Source_Url,Video_Description,Staged_At,Video_Duration,Date_Created(mm/yyyy),Publised_On,Total_Views
948,Rachel Sussman,The world's oldest living things,http://www.ted.com/talks/view/id/948,"Rachel Sussman shows photographs of the world's oldest continuously living organisms -- from 2,000-year-old brain coral off Tobago's coast to an ""underground forest"" in South Africa that has lived since before the dawn of agriculture.",TEDGlobal 2010,0:14:08,7/2010,9/3/10,14.15778663
1297,Yoav Medan,Ultrasound surgery -- healing without cuts,http://www.ted.com/talks/view/id/1297,"Imagine having a surgery with no knives involved. At TEDMED, Yoav Medan shares a technique that uses MRI to find trouble spots and focused ultrasound to treat such issues as brain lesions, uterine fibroids and several kinds of cancerous growths.",TEDMED 2011,0:16:13,10/2011,12/8/11,13.44589944
2025,Pico Iyer,The art of stillness,http://www.ted.com/talks/view/id/2025,"The place that travel writer Pico Iyer would most like to go? Nowhere. In a counterintuitive and lyrical meditation, Iyer takes a look at the incredible insight that comes with taking time for stillness. In our world of constant movement and distraction, he teases out strategies we all can use to take back a few minutes out of every day, or a few days out of every season. It's the talk for anyone who feels overwhelmed by the demands for our world.",TEDSalon NY2014,0:15:37,8/2014,11/26/14,14.760005
2320,Wendy Freedman,This new telescope might show us the beginning of the universe,http://www.ted.com/talks/view/id/2320,"When and how did the universe begin? A global group of astronomers wants to answer that question by peering as far back in time as a large new telescope will let us see. Wendy Freedman headed the creation of the Giant Magellan Telescope, under construction in South America; at TEDGlobal in Rio, she shares a bold vision of the discoveries about our universe that the GMT could make possible.",TEDGlobal 2014,0:15:38,10/2014,8/31/15,14.03864611
1995,Deborah Gordon,"What ants teach us about the brain, cancer and the Internet",http://www.ted.com/talks/view/id/1995,"Ecologist Deborah Gordon studies ants wherever she can find them -- in the desert, in the tropics, in her kitchen ... In this fascinating talk, she explains her obsession with insects most of us would happily swat away without a second thought. She argues that ant life provides a useful model for learning about many other topics, including disease, technology and the human brain.",TED2014,0:14:09,3/2014,5/13/14,14.12900949
1517,John Graham-Cumming,The greatest machine that never was,http://www.ted.com/talks/view/id/1517,"Computer science began in the '30s ... the 1830s. John Graham-Cumming tells the story of Charles Babbage's mechanical, steam-powered ""analytical engine"" and how Ada Lovelace, mathematician and daughter of Lord Byron, saw beyond its simple computational abilities to imagine the future of computers.",TEDxImperialCollege,0:12:14,3/2012,7/21/12,13.97704761
792,Eric Mead,The magic of the placebo,http://www.ted.com/talks/view/id/792,"Sugar pills, injections of nothing -- studies show that, more often than you'd expect, placebos really work. At TEDMED, magician Eric Mead does a trick to prove that, even when you know something's not real, you can still react as powerfully as if it is. (Warning: This talk is not suitable for viewers who are disturbed by needles or blood.)",TEDMED 2009,0:09:05,10/2009,3/12/10,13.82462688
1225,Sasha Dichter,The Generosity Experiment,http://www.ted.com/talks/view/id/1225,"In this inspiring talk at the NextGen:Charity conference, Sasha Dichter of the Acumen Fund shares the results of his month-long ""Generosity Experiment"" where he said ""yes"" to every request for help.",NextGen:Charity,0:19:37,11/2010,9/17/11,12.58547779
2109,Jorge Soto,The future of early cancer detection?,http://www.ted.com/talks/view/id/2109,"Along with a crew of technologists and scientists, Jorge Soto is developing a simple, noninvasive, open-source test that looks for early signs of multiple forms of cancer. Onstage at TEDGlobal 2014, he demonstrates a working prototype of the mobile platform for the first time.",TEDGlobal 2014,0:11:17,10/2014,10/15/14,13.99097784
2434,Thomas Peschak,Dive into an ocean photographer's world,http://www.ted.com/talks/view/id/2434,"Somersaulting manta rays, dashing dolphins, swarming schools of fish and munching sharks inhabit a world beneath the ocean's surface that few get a chance to see. Conservation photographer Thomas Peschak visits incredible seascapes around the world, and his photos reveal these hidden ecosystems. ""You can't love something and become a champion for it if you don't know it exists,"" he says. Join Peschak in a new, immersive TED Talk format as he shares his stunning work and his dream for a future of respectful coexistence with the ocean.",Mission Blue II,0:10:10,10/2015,2/29/16,13.69044834
1581,Ryan Merkley,"Online video -- annotated, remixed and popped",http://www.ted.com/talks/view/id/1581,"Videos on the web should work like the web itself: dynamic, full of links, maps and information that can be edited and updated live, says Ryan Merkley. On the TED stage he demos Mozilla's Popcorn Maker, a web-based tool for easy video remixing.",TEDGlobal 2012,0:04:25,6/2012,10/19/12,13.44491923
2138,Joe Landolina,This gel can make you stop bleeding instantly,http://www.ted.com/talks/view/id/2138,"Forget stitches -- there's a better way to close wounds. In this talk, TED Fellow Joe Landolina talks about his invention -- a medical gel that can instantly stop traumatic bleeding without the need to apply pressure. (Contains medical images.)",TEDGlobal 2014,0:05:01,10/2014,11/20/14,14.31935628
1032,Kiran Bedi,A police chief with a difference,http://www.ted.com/talks/view/id/1032,"Kiran Bedi has a surprising resume. Before becoming Director General of the Indian Police Service, she managed one of the country's toughest prisons -- and used a new focus on prevention and education to turn it into a center of learning and meditation. She shares her thoughts on visionary leadership at TEDWomen.",TEDWomen 2010,0:08:47,12/2010,12/13/10,13.62057174
633,Misha Glenny,How global crime networks work,http://www.ted.com/talks/view/id/633,"Journalist Misha Glenny spent several years in a courageous investigation of organized crime networks worldwide, which have grown to an estimated 15% of the global economy. From the Russian mafia, to giant drug cartels, his sources include not just intelligence and law enforcement officials but criminal insiders.",TEDGlobal 2009,0:19:30,7/2009,9/14/09,13.68905805
987,Patrick Chappatte,The power of cartoons,http://www.ted.com/talks/view/id/987,"In a series of witty punchlines, Patrick Chappatte makes a poignant case for the power of the humble cartoon. His projects in Lebanon, West Africa and Gaza show how, in the right hands, the pencil can illuminate serious issues and bring the most unlikely people together.",TEDGlobal 2010,0:12:32,7/2010,10/21/10,13.52834569
1829,Onora O'Neill,What we don't understand about trust,http://www.ted.com/talks/view/id/1829,"Trust is on the decline, and we need to rebuild it. Thatâ€™s a commonly heard suggestion for making a better world Ã¢â‚¬Â_ but, says philosopher Onora Oâ€™Neill, we donâ€™t really understand what we're suggesting. She flips the question, showing us that our three most common ideas about trust are actually misdirected.",TEDxHousesOfParliament,0:09:50,6/2013,9/25/13,14.18559095
1179,Emiliano Salinas,A civil response to violence,http://www.ted.com/talks/view/id/1179,"In this passionate talk that's already caused a sensation in Mexico, Emiliano Salinas, son of former president Carlos Salinas de Gortari, confronts the current climate of violence in Mexico -- or rather, how Mexican society responds to it. He calls on ordinary citizens to move from denial and fear to peaceful, community-based action. (Delivered in Spanish with English subtitles.)",TEDxSanMigueldeAllende,0:12:17,11/2010,6/26/11,13.1408632
2608,Philippa Neave,The unexpected challenges of a country's first election,http://www.ted.com/talks/view/id/2608,"How do you teach an entire country how to vote when no one has done it before? It's a huge challenge facing fledgling democracies around the world -- and one of the biggest problems turns out to be a lack of shared language. After all, if you can't describe something, you probably can't understand it. In this eye-opening talk, election expert Philippa Neave shares her experiences from the front lines of democracy -- and her solution to this unique language gap.",TEDNYC,0:10:51,9/2016,10/21/16,13.64954334
1856,Abha Dawesar,"Life in the ""digital now""",http://www.ted.com/talks/view/id/1856,"One year ago, Abha Dawesar was living in blacked-out Manhattan post-Sandy, scrounging for power to connect. As a novelist, she was struck by this metaphor: Have our lives now become fixated on the drive to digitally connect, while we miss out on what's real?",TEDGlobal 2013,0:12:01,6/2013,10/30/13,14.02197417
1223,Richard Resnick,Welcome to the genomic revolution,http://www.ted.com/talks/view/id/1223,"Cheap and fast genome sequencing is about to turn health care (and insurance, and politics) upside down. Richard Resnick shows how, in this accessible talk.",TEDxBoston 2011,0:11:02,7/2011,9/15/11,13.64612221
836,Frederick Balagadde,Bio-lab on a microchip,http://www.ted.com/talks/view/id/836,"Drugs alone can't stop disease in sub-Saharan Africa: We need diagnostic tools to match. TED Senior Fellow Frederick Balagadde shows how we can multiply the power and availability of an unwieldy, expensive diagnostic lab -- by miniaturizing it to the size of a chip.",TED2010,0:06:11,2/2010,4/21/10,12.58881487
420,Dan Gilbert,Why we make bad decisions,http://www.ted.com/talks/view/id/420,Dan Gilbert presents research and data from his exploration of happiness -- sharing some surprising tests and experiments that you can also try on yourself. Watch through to the end for a sparkling Q&A with some familiar TED faces.,TEDGlobal 2005,0:33:38,7/2005,12/16/08,15.09840609
1392,Scott Summit,Beautiful artificial limbs,http://www.ted.com/talks/view/id/1392,"Prosthetics canâ€™t replicate the look and feel of lost limbs but they can carry a lot of personality. Designer Scott Summit shows 3D-printed, individually designed prosthetic legs that are unabashedly artificial and completely personal -- from macho to fabulous.",TEDxCambridge,0:11:09,11/2011,3/17/12,11.78020838
1323,Morley,"""Women of Hope""",http://www.ted.com/talks/view/id/1323,"Inspired by Aung San Suu Kyi's call to action, ""If you're feeling helpless, help someone,"" Morley composed this song. She sings it at TEDxWomen in her gorgeous, warm voice.",TEDxWomen 2011,0:05:30,12/2011,1/13/12,12.62879466
1768,Didier Sornette,How we can predict the next financial crisis,http://www.ted.com/talks/view/id/1768,"The 2007-2008 financial crisis, you might think, was an unpredictable one-time crash. But Didier Sornette and his Financial Crisis Observatory have plotted a set of early warning signs for unstable, growing systems, tracking the moment when any bubble is about to pop. (And he's seeing it happen again, right now.)",TEDGlobal 2013,0:17:01,6/2013,6/17/13,14.10190906
1545,Caitria + Morgan O'Neill,How to step up in the face of disaster,http://www.ted.com/talks/view/id/1545,"When a freak tornado hit their hometown, sisters Caitria and Morgan O'Neill -- just 20 and 24 at the time -- realized they had to jump in and help. What they learned is: After a natural disaster, there's only a tiny window before the world turns its sympathy (and its donations) elsewhere -- so it's important to be prepared for every aspect of recovery. Watch this talk to learn how to step up in a timely fashion for your own community.",TEDxBoston 2012,0:09:23,6/2012,8/14/12,13.58757052
641,Evgeny Morozov,How the Net aids dictatorships,http://www.ted.com/talks/view/id/641,"TED Fellow and journalist Evgeny Morozov punctures what he calls ""iPod liberalism"" -- the assumption that tech innovation always promotes freedom, democracy -- with chilling examples of ways the Internet helps oppressive regimes stifle dissent.",TEDGlobal 2009,0:11:53,7/2009,9/22/09,12.96178374
2481,"Amanda Palmer, Jherek Bischoff and Usman Riaz","""Space Oddity""",http://www.ted.com/talks/view/id/2481,"Singer Amanda Palmer pays tribute to the inimitable David Bowie with a cover of ""Space Oddity."" She's joined onstage by Jherek Bischoff, TED Fellow Usman Riaz and, no, your eyes are not deceiving you, none other than former Vice President Al Gore.",TED2016,0:06:09,2/2016,11/1/16,13.50350574
2381,Marina AbramoviÄ‡,"An art made of trust, vulnerability and connection",http://www.ted.com/talks/view/id/2381,"Marina AbramoviÄ‡'s art pushes the boundary between audience and artist in pursuit of heightened consciousness and personal change. In her groundbreaking 2010 work, ""The Artist Is Present,"" she simply sat in a chair facing her audience, for eight hours a day ... with powerfully moving results. Her boldest work may still be yet to come -- it's taking the form of a sprawling art institute devoted to experimentation and simple acts done with mindful attention. ""Nothing happens if you always do things the same way,"" she says. ""My method is to do things I'm afraid of, the things I don't know, to go to territory that nobody's ever been.""",TED2015,0:15:51,3/2015,11/30/15,14.25372097
102,Dan Dennett,The illusion of consciousness,http://www.ted.com/talks/view/id/102,"Philosopher Dan Dennett makes a compelling argument that not only don't we understand our own consciousness, but that half the time our brains are actively fooling us.",TED2003,0:21:48,2/2003,4/6/07,14.77519904
2262,Yassmin Abdel-Magied,What does my headscarf mean to you?,http://www.ted.com/talks/view/id/2262,"What do you think when you look at this speaker? Well, think again. (And then again.) In this funny, honest, empathetic talk, Yassmin Abdel-Magied challenges us to look beyond our initial perceptions, and to open doors to new ways of supporting others.",TEDxSouthBank,0:14:01,12/2014,5/27/15,14.40862523
1435,Reuben Margolin,Sculpting waves in wood and time,http://www.ted.com/talks/view/id/1435,"Reuben Margolin is a kinetic sculptor, crafting beautiful pieces that move in the pattern of raindrops falling and waves combining. Take nine minutes and be mesmerized by his meditative art -- inspired in equal parts by math and nature.",TED2012,0:08:58,2/2012,5/2/12,13.32635673
1593,Pankaj Ghemawat,"Actually, the world isn't flat",http://www.ted.com/talks/view/id/1593,"It may seem that we're living in a borderless world where ideas, goods and people flow freely from nation to nation. We're not even close, says Pankaj Ghemawat. With great data (and an eye-opening survey), he argues that there's a delta between perception and reality in a world that's maybe not so hyperconnected after all.",TEDGlobal 2012,0:17:03,6/2012,10/22/12,13.59203445
78,Al Seckel,Visual illusions that show how we (mis)think,http://www.ted.com/talks/view/id/78,"Al Seckel, a cognitive neuroscientist, explores the perceptual illusions that fool our brains. Loads of eye tricks help him prove that not only are we easily fooled, we kind of like it.",TED2004,0:14:33,2/2004,4/5/07,14.56192216
324,David Griffin,How photography connects us,http://www.ted.com/talks/view/id/324,"The photo director for National Geographic, David Griffin knows the power of photography to connect us to our world. In a talk filled with glorious images, he talks about how we all use photos to tell our stories.",TED2008,0:14:53,2/2008,8/19/08,13.83647036
1181,Dave deBronkart,Meet e-Patient Dave,http://www.ted.com/talks/view/id/1181,"When Dave deBronkart learned he had a rare and terminal cancer, he turned to a group of fellow patients online -- and found the medical treatment that saved his life. Now he calls on all patients to talk with one another, know their own health data, and make health care better one e-Patient at a time.",TEDxMaastricht,0:16:31,4/2011,6/29/11,13.17347275
72,Chris Anderson,Technology's long tail,http://www.ted.com/talks/view/id/72,"Chris Anderson, then the editor of Wired, explores the four key stages of any viable technology: setting the right price, gaining market share, displacing an established technology and, finally, becoming ubiquitous.",TED2004,0:14:18,2/2004,4/27/07,13.70058892
518,Matthew Childs,9 life lessons from rock climbing,http://www.ted.com/talks/view/id/518,"In this talk from TED University 2009, veteran rock climber Matthew Childs shares nine pointers for rock climbing. These handy tips bear on an effective life at sea level, too.",TED2009,0:04:48,2/2009,4/17/09,13.48932602
1060,Thomas Goetz,It's time to redesign medical data,http://www.ted.com/talks/view/id/1060,"Your medical chart: it's hard to access, impossible to read -- and full of information that could make you healthier if you just knew how to use it. At TEDMED, Thomas Goetz looks at medical data, making a bold call to redesign it and get more insight from it.",TEDMED 2010,0:16:33,10/2010,1/25/11,13.10141958
2329,Michael Kimmel,Why gender equality is good for everyone -- men included,http://www.ted.com/talks/view/id/2329,"Yes, we all know itâ€™s the right thing to do. But Michael Kimmel makes the surprising, funny, practical case for treating men and women equally in the workplace and at home. Itâ€™s not a zero-sum game, but a win-win that will result in more opportunity and more happiness for everybody.",TEDWomen 2015,0:15:58,5/2015,9/16/15,14.14850676
2478,Robert Palmer,The Panama Papers exposed a huge global problem. What's next?,http://www.ted.com/talks/view/id/2478,"On April 3, 2016 we saw the largest data leak in history. The Panama Papers exposed rich and powerful people hiding vast amounts of money in offshore accounts. But what does it all mean? We called Robert Palmer of Global Witness to find out.",Global Witness HQ,0:07:49,4/2016,4/8/16,13.81648408
341,Jonathan Haidt,The moral roots of liberals and conservatives,http://www.ted.com/talks/view/id/341,"Psychologist Jonathan Haidt studies the five moral values that form the basis of our political choices, whether we're left, right or center. In this eye-opening talk, he pinpoints the moral values that liberals and conservatives tend to honor most.",TED2008,0:18:42,2/2008,9/17/08,14.78377457
1064,Kate Orff,Reviving New York's rivers -- with oysters!,http://www.ted.com/talks/view/id/1064,"Architect Kate Orff sees the oyster as an agent of urban change. Bundled into beds and sunk into city rivers, oysters slurp up pollution and make legendarily dirty waters clean -- thus driving even more innovation in ""oyster-tecture."" Orff shares her vision for an urban landscape that links nature and humanity for mutual benefit.",TEDWomen 2010,0:10:07,12/2010,1/31/11,12.65230535
2661,Mandy Len Catron,A better way to talk about love,http://www.ted.com/talks/view/id/2661,"In love, we fall. We're struck, we're crushed, we swoon. We burn with passion. Love makes us crazy and makes us sick. Our hearts ache, and then they break. Talking about love in this way fundamentally shapes how we experience it, says writer Mandy Len Catron. In this talk for anyone who's ever felt crazy in love, Catron highlights a different metaphor for love that may help us find more joy -- and less suffering -- in it.",TEDxSFU,0:15:17,11/2015,1/9/17,14.32387937
1393,Mark Raymond,Victims of the city,http://www.ted.com/talks/view/id/1393,"Architecture can bring people together, or divide them -- witness the skyscraper, costly, inefficient, and only serving small portions of the community. At TEDxPortofSpain, Mark Raymond encourages city governments to let go of their old notions of success and consider the balance of environment, economy, and society to design cities for social change.",TEDxPortofSpain,0:14:36,11/2011,3/18/12,11.85839992
301,AJ Jacobs,My year of living biblically,http://www.ted.com/talks/view/id/301,"Author, philosopher, prankster and journalist AJ Jacobs talks about the year he spent living biblically -- following the rules in the Bible as literally as possible.",EG 2007,0:17:40,12/2007,7/17/08,14.5078349
2660,George Tulevski,The next step in nanotechnology,http://www.ted.com/talks/view/id/2660,"Nearly every other year the transistors that power silicon computer chip shrink in size by half and double in performance, enabling our devices to become more mobile and accessible. But what happens when these components can't get any smaller? George Tulevski researches the unseen and untapped world of nanomaterials. His current work: developing chemical processes to compel billions of carbon nanotubes to assemble themselves into the patterns needed to build circuits, much the same way natural organisms build intricate, diverse and elegant structures. Could they hold the secret to the next generation of computing?",TED@IBM,0:09:35,11/2016,1/10/17,14.01726866
1351,Sheikha Al Mayassa,"Globalizing the local, localizing the global",http://www.ted.com/talks/view/id/1351,"Sheikha Al Mayassa, a patron of artists, storytellers and filmmakers in Qatar, talks about how art and culture create a country's identity -- and allow every country to share its unique identity with the wider world. As she says: ""We don't want to be all the same, but we do want to understand each other.""",TEDWomen 2010,0:10:53,12/2010,2/8/12,13.31518627
407,Andy Hobsbawm,Do the green thing,http://www.ted.com/talks/view/id/407,Andy Hobsbawm shares a fresh ad campaign about going green -- and some of the fringe benefits.,TED2008,0:03:22,2/2008,11/26/08,12.96126462
1260,Anna Mracek Dietrich,A plane you can drive,http://www.ted.com/talks/view/id/1260,"A flying car -- it's an iconic image of the future. But after 100 years of flight and automotive engineering, no one has really cracked the problem. Pilot Anna Mracek Dietrich and her team flipped the question, asking: Why not build a plane that you can drive?",TEDGlobal 2011,0:09:38,7/2011,11/2/11,13.73116327
158,Vusi Mahlasela,"""Thula Mama""",http://www.ted.com/talks/view/id/158,"South African singer-songwriter Vusi Mahlasela dedicates his song, ""Thula Mama,"" to all women -- and especially his grandmother.",TEDGlobal 2007,0:10:06,6/2007,8/15/07,13.16530792
2796,Michael Patrick Lynch,How to see past your own perspective and find truth,http://www.ted.com/talks/view/id/2796,"The more we read and watch online, the harder it becomes to tell the difference between what's real and what's fake. It's as if we know more but understand less, says philosopher Michael Patrick Lynch. In this talk, he dares us to take active steps to burst our filter bubbles and participate in the common reality that actually underpins everything.",TED2017,0:14:26,4/2017,6/5/17,13.19277897
222,Jill Sobule + Julia Sweeney,The Jill and Julia Show,http://www.ted.com/talks/view/id/222,"Two TED favorites, Jill Sobule and Julia Sweeney, team up for a delightful set that mixes witty songwriting with a little bit of social commentary.",TED2007,0:06:14,3/2007,2/20/08,13.08382627
2144,Rainer Strack,The workforce crisis of 2030 -- and how to start solving it now,http://www.ted.com/talks/view/id/2144,"It sounds counterintuitive, but by 2030, many of the world's largest economies will have more jobs than adult citizens to do those jobs. In this data-filled -- and quite charming -- talk, human resources expert Rainer Strack suggests that countries ought to look across borders for mobile and willing job seekers. But to do that, they need to start by changing the culture in their businesses.",TED@BCG Berlin,0:12:47,10/2014,12/3/14,14.24593946
1591,Tim Leberecht,3 ways to (usefully) lose control of your brand,http://www.ted.com/talks/view/id/1591,"The days are past (if they ever existed) when a person, company or brand could tightly control their reputation -- online chatter and spin mean that if you're relevant, there's a constant, free-form conversation happening about you that you have no control over. Tim Leberecht offers three big ideas about accepting that loss of control, even designing for it -- and using it as an impetus to recommit to your values.",TEDGlobal 2012,0:06:30,6/2012,10/8/12,13.74690511
290,Sxip Shirey + Rachelle Garniez,"A performance with breath, music, passion",http://www.ted.com/talks/view/id/290,"Composer Sxip Shirey makes music from the simple, dramatic act of breathing -- alone and together. Open your ears to a passionate 3 minutes.",TED2008,0:03:06,2/2008,6/30/08,12.28303832
821,Jonathan Drori,Every pollen grain has a story,http://www.ted.com/talks/view/id/821,"Pollen goes unnoticed by most of us, except when hay fever strikes. But microscopes reveal it comes in stunning colors and shapes -- and travels remarkably well. Jonathan Drori gives an up-close glimpse of these fascinating flecks of plant courtship.",TED2010,0:07:12,2/2010,4/8/10,12.8997222
1926,Leyla Acaroglu,Paper beats plastic? How to rethink environmental folklore,http://www.ted.com/talks/view/id/1926,"Most of us want to do the right thing when it comes to the environment. But things arenâ€™t as simple as opting for the paper bag, says sustainability strategist Leyla Acaroglu. A bold call for us to let go of tightly-held green myths and think bigger in order to create systems and products that ease strain on the planet.",TED2013,0:18:07,2/2013,2/11/14,14.00922036
1337,Brian Goldman,Doctors make mistakes. Can we talk about that?,http://www.ted.com/talks/view/id/1337,"Every doctor makes mistakes. But, says physician Brian Goldman, medicine's culture of denial (and shame) keeps doctors from ever talking about those mistakes, or using them to learn and improve. Telling stories from his own long practice, he calls on doctors to start talking about being wrong.",TEDxToronto 2010,0:19:28,9/2011,1/25/12,14.08110575
645,Parag Khanna,Mapping the future of countries,http://www.ted.com/talks/view/id/645,"Many people think the lines on the map no longer matter, but Parag Khanna says they do. Using maps of the past and present, he explains the root causes of border conflicts worldwide and proposes simple yet cunning solutions for each.",TEDGlobal 2009,0:18:53,7/2009,9/28/09,13.72615899
1197,Geoffrey West,The surprising math of cities and corporations,http://www.ted.com/talks/view/id/1197,"Physicist Geoffrey West has found that simple, mathematical laws govern the properties of cities -- that wealth, crime rate, walking speed and many other aspects of a city can be deduced from a single number: the city's population. In this mind-bending talk from TEDGlobal he shows how it works and how similar laws hold for organisms and corporations.",TEDGlobal 2011,0:17:33,7/2011,7/26/11,14.16646809
2469,Carol Fishman Cohen,How to get back to work after a career break,http://www.ted.com/talks/view/id/2469,"If you've taken a career break and are now looking to return to the workforce, would you consider taking an internship? Career reentry expert Carol Fishman Cohen thinks you should. In this talk, hear about Cohen's own experience returning to work after a career break, her work championing the success of ""relaunchers"" and how employers are changing how they engage with return-to-work talent.",TEDxBeaconStreet,0:12:01,11/2015,3/22/16,14.2257184
22,Michael Shermer,Why people believe weird things,http://www.ted.com/talks/view/id/22,"Why do people see the Virgin Mary on a cheese sandwich or hear demonic lyrics in ""Stairway to Heaven""? Using video and music, skeptic Michael Shermer shows how we convince ourselves to believe -- and overlook the facts.",TED2006,0:13:25,2/2006,11/8/06,15.47698346
1921,Aparna Rao,Art that craves your attention,http://www.ted.com/talks/view/id/1921,"In this charming talk, artist Aparna Rao shows us her latest work: cool, cartoony sculptures (with neat robotic tricks underneath them) that play with your perception -- and crave your attention. Take a few minutes to simply be delighted.",TED Fellows Retreat 2013,0:08:56,8/2013,2/7/14,13.86642988
235,Siegfried Woldhek,The search for the true face of Leonardo,http://www.ted.com/talks/view/id/235,<i>Mona Lisa</i> is one of the best-known faces on the planet. But would you recognize an image of Leonardo da Vinci? Illustrator Siegfried Woldhek uses some thoughtful image-analysis techniques to find what he believes is the true face of Leonardo.,TED2008,0:04:24,2/2008,4/1/08,14.0106019
1664,Edi Rama,Take back your city with paint,http://www.ted.com/talks/view/id/1664,"Make a city beautiful, curb corruption. Edi Rama took this deceptively simple path as mayor of Tirana, Albania, where he instilled pride in his citizens by transforming public spaces with colorful designs.",TEDxThessaloniki,0:15:42,3/2012,2/8/13,13.28792527
1363,Lucianne Walkowicz,Look up for a change,http://www.ted.com/talks/view/id/1363,How often do you see the true beauty of the night sky? TED Fellow Lucianne Walkowicz shows how light pollution is ruining the extraordinary -- and often ignored -- experience of seeing directly into space.,TEDxPhoenix,0:11:23,11/2011,2/19/12,12.05965284
2706,Jude Kelly,Why women should tell the stories of humanity,http://www.ted.com/talks/view/id/2706,"For many centuries (and for many reasons) critically acclaimed creative genius has generally come from a male perspective. As theater director Jude Kelly points out in this passionately reasoned talk, that skew affects how we interpret even non-fictional women's stories and rights. She thinks there's a more useful, more inclusive way to look at the world, and she calls on artists -- women and men -- to paint, draw, write about, film and imagine a gender-equal society.",TEDWomen 2016,0:13:22,10/2016,3/8/17,13.73873318
1080,Iain Hutchison,Saving faces: A facial surgeon's craft,http://www.ted.com/talks/view/id/1080,"Maxillofacial surgeon Iain Hutchison works with people whose faces have been severely disfigured. By pushing to improve surgical techniques, he helps to improve their lives; and by commissioning their portraits, he celebrates their humanity. NOTE: This talk contains images of disfigured and badly injured faces that may be disturbing -- and Hutchison provides thoughtful answers as to why a disfigured face can shock us so deeply. Squeamish? Hide your screen from 12:10 - 13:19, but do keep listening. Portraits shown in this talk come from Mark Gilbert.",TEDGlobal 2010,0:15:54,7/2010,2/22/11,13.33284956
1419,Tal Golesworthy,How I repaired my own heart,http://www.ted.com/talks/view/id/1419,"Tal Golesworthy is a boiler engineer -- he knows piping and plumbing. When he needed surgery to repair a life-threatening problem with his aorta, he mixed his engineering skills with his doctors' medical knowledge to design a better repair job.",TEDxKrakow,0:13:14,10/2011,4/12/12,14.08998504
2336,Robin Morgan,4 powerful poems about Parkinson's and growing older,http://www.ted.com/talks/view/id/2336,"When poet Robin Morgan found herself facing Parkinsonâ€™s disease, she distilled her experiences into these four quietly powerful poems -- meditating on age, loss, and the simple power of noticing.",TEDWomen 2015,0:11:57,5/2015,9/25/15,13.80637092
644,Jacqueline Novogratz,A third way to think about aid,http://www.ted.com/talks/view/id/644,"The debate over foreign aid often pits those who mistrust ""charity"" against those who mistrust reliance on the markets. Jacqueline Novogratz proposes a middle way she calls patient capital, with promising examples of entrepreneurial innovation driving social change.",TED@State,0:17:04,6/2009,9/25/09,12.96536331
1465,Seth Shostak,ET is (probably) out there -- get ready,http://www.ted.com/talks/view/id/1465,"SETI researcher Seth Shostak bets that we will find extraterrestrial life in the next twenty-four years, or he'll buy you a cup of coffee. He explains why new technologies and the laws of probability make the breakthrough so likely -- and predicts how the discovery of civilizations far more advanced than ours might affect us here on Earth.",TEDxSanJoseCA,0:18:40,4/2012,6/2/12,13.6211986
130,Robert Thurman,We can be Buddhas,http://www.ted.com/talks/view/id/130,"In our hyperlinked world, we can know anything, anytime. And this mass enlightenment, says Buddhist scholar Bob Thurman, is our first step toward Buddha nature.",TEDSalon 2006,0:12:06,12/2006,6/6/07,14.18010367
2468,Tabetha Boyajian,The most mysterious star in the universe,http://www.ted.com/talks/view/id/2468,"Something massive, with roughly 1,000 times the area of Earth, is blocking the light coming from a distant star known as KIC 8462852, and nobody is quite sure what it is. As astronomer Tabetha Boyajian investigated this perplexing celestial object, a colleague suggested something unusual: Could it be an alien-built megastructure? Such an extraordinary idea would require extraordinary evidence. In this talk, Boyajian gives us a look at how scientists search for and test hypotheses when faced with the unknown.",TED2016,0:13:46,2/2016,4/7/16,14.77176173
1555,Robert Neuwirth,The power of the informal economy,http://www.ted.com/talks/view/id/1555,"Robert Neuwirth spent four years among the chaotic stalls of street markets, talking to pushcart hawkers and gray marketers, to study the remarkable ""System D,"" the world's unlicensed economic network. Responsible for some 1.8 billion jobs, it's an economy of underappreciated power and scope.",TEDGlobal 2012,0:12:29,6/2012,9/5/12,13.52372006
872,John Underkoffler,Pointing to the future of UI,http://www.ted.com/talks/view/id/872,"Minority Report science adviser and inventor John Underkoffler demos g-speak -- the real-life version of the film's eye-popping, tai chi-meets-cyberspace computer interface. Is this how tomorrow's computers will be controlled?",TED2010,0:15:22,2/2010,6/1/10,14.22409546
1489,Nirmalya Kumar,India's invisible innovation,http://www.ted.com/talks/view/id/1489,"Can India become a global hub for innovation? Nirmalya Kumar thinks it already has. He details four types of ""invisible innovation"" coming out of India and explains why companies that used to just outsource manufacturing jobs are starting to move top management positions overseas, too.",TEDxLondonBusinessSchool,0:15:12,4/2012,6/24/12,13.67620021
335,Peter Diamandis,Our next giant leap,http://www.ted.com/talks/view/id/335,"Peter Diamandis says it's our moral imperative to keep exploring space -- and he talks about how, with the X Prize and other incentives, we're going to do just that.",TEDGlobal 2005,0:15:31,7/2005,9/3/08,13.12027119
2071,Jill Shargaa,"Please, please, people. Let's put the 'awe' back in 'awesome'",http://www.ted.com/talks/view/id/2071,"Which of the following is awesome: your lunch or the Great Pyramid of Giza? Comedian Jill Shargaa sounds a hilarious call for us to save the word ""awesome"" for things that truly inspire awe.",TED@NYC,0:06:13,7/2014,8/29/14,14.20511048
